InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV372374,SC92180,WICKER BASKET,2,2023-07-10,3.0,CUST0398,Canada
INV150051,SC95322,SILK CUSHION,12,2023-03-05,2.25,CUST0398,Canada
INV575159,SC54430,WOODEN PHOTO FRAME,19,2023-01-03,2.0,CUST0399,Germany
INV849361,SC92279,COTTON TOTE BAG,19,2023-10-17,1.0,CUST0399,Germany
INV345196,SC55919,ENAMEL PIN SET,18,2023-11-01,0.75,CUST0399,Germany
INV922911,SC85073,WOODEN PHOTO FRAME,10,2023-12-08,2.0,CUST0399,Germany
INV644909,SC42457,ENAMEL PIN SET,5,2023-07-13,0.75,CUST0399,Germany
INV710658,SC35238,BLUE CERAMIC MUG,11,2023-09-22,1.25,CUST0399,Germany
INV202747,SC29209,CERAMIC PLANT POT,12,2023-08-21,2.0,CUST0399,Germany
INV185927,SC22091,WICKER BASKET,14,2023-07-30,3.0,CUST0399,Germany
INV325217,SC68479,KNITTED BLANKET,5,2023-09-01,4.5,CUST0400,United Kingdom
INV651818,SC62789,BLUE CERAMIC MUG,12,2023-12-13,1.25,CUST0400,United Kingdom
INV916656,SC61744,BAMBOO CUTTING BOARD,18,2023-09-23,1.75,CUST0400,United Kingdom
INV623058,SC93422,CERAMIC PLANT POT,9,2023-10-27,2.0,CUST0400,United Kingdom
INV613321,SC64646,METAL KEYCHAIN,15,2023-12-19,0.5,CUST0400,United Kingdom
INV630354,SC26662,CERAMIC PLANT POT,6,2023-03-15,2.0,CUST0400,United Kingdom
INV838747,SC77264,LEATHER WALLET,15,2023-03-08,5.0,CUST0400,United Kingdom
INV596349,SC14273,WICKER BASKET,7,2023-08-22,3.0,CUST0401,Italy
INV487272,SC25566,WICKER BASKET,6,2023-10-14,3.0,CUST0401,Italy
INV699538,SC47957,BLUE CERAMIC MUG,4,2023-07-09,1.25,CUST0402,Japan
INV223461,SC58688,RED WOOL SCARF,17,2023-03-20,2.5,CUST0402,Japan
INV408261,SC73691,WOODEN PHOTO FRAME,12,2023-06-05,2.0,CUST0402,Japan
INV921866,SC87283,RED WOOL SCARF,5,2023-03-14,2.5,CUST0402,Japan
INV397252,SC38256,METAL KEYCHAIN,2,2023-06-06,0.5,CUST0402,Japan
INV228270,SC81766,VINTAGE LAMP,16,2023-01-02,3.75,CUST0402,Japan
INV537859,SC73068,GLASS VASE,3,2023-01-23,1.5,CUST0402,Japan
INV919304,SC59454,BAMBOO CUTTING BOARD,15,2023-06-22,1.75,CUST0403,Japan
INV898963,SC28156,LEATHER WALLET,20,2023-03-09,5.0,CUST0403,Japan
INV799631,SC68861,SILK CUSHION,15,2023-08-19,2.25,CUST0403,Japan
INV938663,SC91889,VINTAGE LAMP,11,2023-02-15,3.75,CUST0403,Japan
INV506045,SC40516,ENAMEL PIN SET,20,2023-07-29,0.75,CUST0403,Japan
INV564620,SC46356,SILK CUSHION,2,2023-12-10,2.25,CUST0404,Canada
INV841561,SC13251,ENAMEL PIN SET,3,2023-03-26,0.75,CUST0404,Canada
INV776498,SC26224,BAMBOO CUTTING BOARD,10,2023-10-15,1.75,CUST0404,Canada
INV301774,SC91094,ENAMEL PIN SET,18,2023-02-13,0.75,CUST0404,Canada
INV697944,SC78387,SILK CUSHION,19,2023-01-28,2.25,CUST0404,Canada
INV119570,SC25765,COTTON TOTE BAG,16,2023-09-15,1.0,CUST0404,Canada
INV357201,SC85963,RED WOOL SCARF,9,2023-04-16,2.5,CUST0405,Italy
INV736333,SC51999,LEATHER WALLET,3,2023-10-01,5.0,CUST0405,Italy
INV615346,SC13049,METAL KEYCHAIN,19,2023-01-24,0.5,CUST0405,Italy
INV653545,SC51599,VINTAGE LAMP,14,2023-01-13,3.75,CUST0406,USA
INV220213,SC23019,METAL KEYCHAIN,9,2023-02-16,0.5,CUST0406,USA
INV251030,SC33942,SILK CUSHION,6,2023-05-27,2.25,CUST0406,USA
INV421697,SC63382,WOODEN PHOTO FRAME,3,2023-03-20,2.0,CUST0406,USA
INV744324,SC52636,ENAMEL PIN SET,6,2023-01-31,0.75,CUST0406,USA
INV412501,SC61110,VINTAGE LAMP,1,2023-01-30,3.75,CUST0406,USA
INV532876,SC52495,BLUE CERAMIC MUG,11,2023-03-14,1.25,CUST0406,USA
INV312398,SC41407,CERAMIC PLANT POT,4,2023-01-27,2.0,CUST0407,Australia
INV347978,SC74615,PAPER NOTEBOOK,20,2023-10-28,0.85,CUST0407,Australia
INV220671,SC45296,SILK CUSHION,17,2023-07-17,2.25,CUST0407,Australia
INV679989,SC63356,RED WOOL SCARF,11,2023-08-26,2.5,CUST0407,Australia
INV527288,SC93039,BLUE CERAMIC MUG,16,2023-01-15,1.25,CUST0407,Australia
INV680990,SC86830,COTTON TOTE BAG,1,2023-05-18,1.0,CUST0407,Australia
INV900040,SC82706,ENAMEL PIN SET,4,2023-05-07,0.75,CUST0407,Australia
INV187984,SC93335,BAMBOO CUTTING BOARD,14,2023-08-17,1.75,CUST0408,France
INV491438,SC80836,SILK CUSHION,7,2023-03-14,2.25,CUST0408,France
INV544336,SC82764,VINTAGE LAMP,8,2023-10-03,3.75,CUST0408,France
INV952118,SC70902,LEATHER WALLET,2,2023-01-01,5.0,CUST0408,France
INV784781,SC31939,CERAMIC PLANT POT,20,2023-05-29,2.0,CUST0408,France
INV726909,SC42884,KNITTED BLANKET,16,2023-05-20,4.5,CUST0409,United Kingdom
INV981521,SC76889,CERAMIC PLANT POT,7,2023-10-27,2.0,CUST0410,Canada
INV875089,SC80004,WOODEN PHOTO FRAME,2,2023-03-24,2.0,CUST0410,Canada
INV194073,SC61813,BAMBOO CUTTING BOARD,3,2023-06-03,1.75,CUST0410,Canada
INV860294,SC82938,WICKER BASKET,4,2023-03-13,3.0,CUST0410,Canada
INV740098,SC76167,WOODEN PHOTO FRAME,14,2023-04-18,2.0,CUST0410,Canada
INV459279,SC93252,PAPER NOTEBOOK,11,2023-12-16,0.85,CUST0410,Canada
INV437262,SC54778,WOODEN PHOTO FRAME,8,2023-12-06,2.0,CUST0411,Australia
INV444412,SC12080,COTTON TOTE BAG,15,2023-11-03,1.0,CUST0411,Australia
INV102146,SC89794,KNITTED BLANKET,5,2023-11-27,4.5,CUST0411,Australia
INV805383,SC32745,LEATHER WALLET,1,2023-01-05,5.0,CUST0411,Australia
INV837463,SC74091,METAL KEYCHAIN,18,2023-12-23,0.5,CUST0411,Australia
INV185090,SC95078,PAPER NOTEBOOK,13,2023-10-03,0.85,CUST0411,Australia
INV132450,SC98029,ENAMEL PIN SET,3,2023-10-03,0.75,CUST0411,Australia
INV952262,SC59332,LEATHER WALLET,4,2023-06-30,5.0,CUST0411,Australia
INV108840,SC26353,METAL KEYCHAIN,6,2023-12-23,0.5,CUST0412,Japan
INV566173,SC11227,LEATHER WALLET,12,2023-04-09,5.0,CUST0412,Japan
INV813612,SC56900,COTTON TOTE BAG,1,2023-05-24,1.0,CUST0412,Japan
INV755608,SC49738,COTTON TOTE BAG,3,2023-11-11,1.0,CUST0412,Japan
INV617795,SC57579,PAPER NOTEBOOK,8,2023-04-30,0.85,CUST0412,Japan
INV838247,SC89433,RED WOOL SCARF,9,2023-09-10,2.5,CUST0412,Japan
INV390819,SC84593,COTTON TOTE BAG,13,2023-02-26,1.0,CUST0413,India
INV791890,SC84148,VINTAGE LAMP,18,2023-04-10,3.75,CUST0414,Italy
INV284055,SC18566,ENAMEL PIN SET,20,2023-10-17,0.75,CUST0414,Italy
INV233620,SC44029,BAMBOO CUTTING BOARD,5,2023-02-03,1.75,CUST0414,Italy
INV648489,SC45956,KNITTED BLANKET,19,2023-04-27,4.5,CUST0414,Italy
INV810656,SC79853,COTTON TOTE BAG,1,2023-12-21,1.0,CUST0414,Italy
INV687324,SC69497,BAMBOO CUTTING BOARD,9,2023-12-15,1.75,CUST0414,Italy
INV805796,SC95200,RED WOOL SCARF,14,2023-11-25,2.5,CUST0414,Italy
INV985356,SC63330,RED WOOL SCARF,11,2023-08-10,2.5,CUST0414,Italy
INV619647,SC57378,ENAMEL PIN SET,17,2023-08-27,0.75,CUST0415,Australia
INV149246,SC46429,SILK CUSHION,2,2023-04-25,2.25,CUST0415,Australia
INV304061,SC53870,GLASS VASE,1,2023-07-20,1.5,CUST0416,Canada
INV873266,SC39573,BLUE CERAMIC MUG,19,2023-01-13,1.25,CUST0416,Canada
INV362127,SC35805,WICKER BASKET,14,2023-02-08,3.0,CUST0416,Canada
INV165896,SC92050,VINTAGE LAMP,11,2023-06-09,3.75,CUST0416,Canada
INV603281,SC66616,ENAMEL PIN SET,4,2023-01-15,0.75,CUST0416,Canada
INV935946,SC92090,PAPER NOTEBOOK,1,2023-10-31,0.85,CUST0416,Canada
INV359159,SC24134,KNITTED BLANKET,11,2023-05-09,4.5,CUST0416,Canada
INV972957,SC17134,LEATHER WALLET,8,2023-06-24,5.0,CUST0416,Canada
INV559831,SC22539,BLUE CERAMIC MUG,20,2023-11-14,1.25,CUST0417,USA
INV230889,SC21211,ENAMEL PIN SET,15,2023-10-24,0.75,CUST0417,USA
INV428497,SC18523,RED WOOL SCARF,2,2023-07-13,2.5,CUST0417,USA
INV941363,SC67923,PAPER NOTEBOOK,5,2023-02-01,0.85,CUST0417,USA
INV206773,SC98809,BAMBOO CUTTING BOARD,14,2023-02-03,1.75,CUST0418,United Kingdom
INV409242,SC59998,RED WOOL SCARF,18,2023-01-27,2.5,CUST0418,United Kingdom
INV888490,SC63884,METAL KEYCHAIN,4,2023-11-13,0.5,CUST0418,United Kingdom
INV754319,SC11390,COTTON TOTE BAG,20,2023-12-04,1.0,CUST0418,United Kingdom
INV933790,SC66112,LEATHER WALLET,13,2023-08-26,5.0,CUST0418,United Kingdom
INV642337,SC53017,GLASS VASE,1,2023-08-21,1.5,CUST0419,Japan
INV207677,SC11610,BAMBOO CUTTING BOARD,7,2023-02-25,1.75,CUST0419,Japan
INV232101,SC93540,BAMBOO CUTTING BOARD,7,2023-10-21,1.75,CUST0420,Japan
INV541457,SC73097,SILK CUSHION,9,2023-07-01,2.25,CUST0420,Japan
INV935741,SC15776,VINTAGE LAMP,8,2023-03-12,3.75,CUST0421,Japan
INV712916,SC67127,RED WOOL SCARF,5,2023-06-09,2.5,CUST0421,Japan
INV712018,SC80928,SILK CUSHION,12,2023-06-09,2.25,CUST0421,Japan
INV592331,SC50458,PAPER NOTEBOOK,5,2023-03-17,0.85,CUST0421,Japan
INV486746,SC11059,BAMBOO CUTTING BOARD,11,2023-05-30,1.75,CUST0421,Japan
INV811249,SC28953,SILK CUSHION,19,2023-12-03,2.25,CUST0421,Japan
INV958976,SC83328,RED WOOL SCARF,8,2023-09-17,2.5,CUST0421,Japan
INV460517,SC35612,CERAMIC PLANT POT,2,2023-08-05,2.0,CUST0421,Japan
INV298553,SC97537,PAPER NOTEBOOK,3,2023-06-24,0.85,CUST0422,India
INV826048,SC53403,LEATHER WALLET,15,2023-11-04,5.0,CUST0422,India
INV451965,SC90753,CERAMIC PLANT POT,19,2023-10-17,2.0,CUST0422,India
INV270162,SC23742,WOODEN PHOTO FRAME,14,2023-06-18,2.0,CUST0422,India
INV769795,SC39232,LEATHER WALLET,8,2023-01-02,5.0,CUST0423,Spain
INV604098,SC53452,BAMBOO CUTTING BOARD,7,2023-05-03,1.75,CUST0424,India
INV519758,SC34149,PAPER NOTEBOOK,13,2023-04-16,0.85,CUST0424,India
INV110372,SC19664,CERAMIC PLANT POT,1,2023-07-05,2.0,CUST0424,India
INV220784,SC28664,GLASS VASE,1,2023-10-12,1.5,CUST0424,India
INV762002,SC86767,WOODEN PHOTO FRAME,15,2023-04-10,2.0,CUST0424,India
INV131127,SC36099,KNITTED BLANKET,12,2023-01-23,4.5,CUST0424,India
INV329580,SC44340,COTTON TOTE BAG,10,2023-03-31,1.0,CUST0424,India
INV988704,SC82680,WICKER BASKET,6,2023-06-23,3.0,CUST0424,India
INV983825,SC44313,COTTON TOTE BAG,1,2023-04-01,1.0,CUST0425,India
INV971834,SC98795,KNITTED BLANKET,4,2023-01-11,4.5,CUST0425,India
INV925663,SC24544,VINTAGE LAMP,13,2023-12-02,3.75,CUST0425,India
INV487596,SC58804,WOODEN PHOTO FRAME,15,2023-05-03,2.0,CUST0426,USA
INV937836,SC91684,ENAMEL PIN SET,6,2023-09-27,0.75,CUST0426,USA
INV168553,SC25531,KNITTED BLANKET,14,2023-12-31,4.5,CUST0426,USA
INV300992,SC79803,VINTAGE LAMP,5,2023-04-08,3.75,CUST0426,USA
INV767044,SC42053,GLASS VASE,20,2023-08-08,1.5,CUST0427,Canada
INV715855,SC34785,KNITTED BLANKET,2,2023-11-12,4.5,CUST0427,Canada
INV927942,SC29472,CERAMIC PLANT POT,18,2023-05-31,2.0,CUST0427,Canada
INV760035,SC46709,GLASS VASE,8,2023-01-28,1.5,CUST0427,Canada
INV712454,SC74092,CERAMIC PLANT POT,5,2023-09-18,2.0,CUST0427,Canada
INV929420,SC96966,COTTON TOTE BAG,3,2023-08-29,1.0,CUST0427,Canada
INV887803,SC94550,VINTAGE LAMP,17,2023-07-18,3.75,CUST0428,Japan
INV622807,SC78012,PAPER NOTEBOOK,17,2023-07-11,0.85,CUST0428,Japan
INV828246,SC73346,GLASS VASE,12,2023-09-27,1.5,CUST0429,Spain
INV381370,SC86177,WICKER BASKET,16,2023-08-31,3.0,CUST0429,Spain
INV138382,SC37158,METAL KEYCHAIN,19,2023-11-29,0.5,CUST0429,Spain
INV329212,SC50107,LEATHER WALLET,8,2023-07-22,5.0,CUST0430,India
INV264845,SC59034,METAL KEYCHAIN,13,2023-10-20,0.5,CUST0430,India
INV240855,SC21013,WOODEN PHOTO FRAME,18,2023-02-13,2.0,CUST0430,India
INV468653,SC40169,WOODEN PHOTO FRAME,15,2023-09-23,2.0,CUST0430,India
INV452713,SC65850,LEATHER WALLET,17,2023-11-15,5.0,CUST0431,Japan
INV943584,SC75213,METAL KEYCHAIN,14,2023-07-08,0.5,CUST0432,Spain
INV125918,SC33536,GLASS VASE,9,2023-07-15,1.5,CUST0432,Spain
INV776703,SC19946,LEATHER WALLET,8,2023-05-16,5.0,CUST0432,Spain
INV983533,SC75767,GLASS VASE,3,2023-05-31,1.5,CUST0432,Spain
INV181955,SC46231,SILK CUSHION,18,2023-11-26,2.25,CUST0432,Spain
INV224348,SC19351,KNITTED BLANKET,8,2023-02-20,4.5,CUST0432,Spain
INV310036,SC53746,GLASS VASE,2,2023-10-07,1.5,CUST0432,Spain
INV417420,SC99592,COTTON TOTE BAG,11,2023-05-09,1.0,CUST0432,Spain
INV996531,SC81188,WICKER BASKET,20,2023-03-12,3.0,CUST0433,Australia
INV907483,SC49252,KNITTED BLANKET,9,2023-01-05,4.5,CUST0433,Australia
INV525468,SC86015,WOODEN PHOTO FRAME,12,2023-07-26,2.0,CUST0433,Australia
INV785864,SC77193,PAPER NOTEBOOK,1,2023-08-30,0.85,CUST0433,Australia
INV597484,SC40634,COTTON TOTE BAG,8,2023-04-18,1.0,CUST0434,France
INV894423,SC71438,SILK CUSHION,19,2023-10-10,2.25,CUST0434,France
INV930382,SC21255,WICKER BASKET,15,2023-06-24,3.0,CUST0434,France
INV907540,SC64747,GLASS VASE,7,2023-08-08,1.5,CUST0434,France
INV994376,SC83196,COTTON TOTE BAG,15,2023-08-19,1.0,CUST0434,France
INV705561,SC26822,RED WOOL SCARF,12,2023-03-13,2.5,CUST0434,France
INV949767,SC96356,WOODEN PHOTO FRAME,1,2023-09-13,2.0,CUST0434,France
INV819074,SC62870,COTTON TOTE BAG,14,2023-08-06,1.0,CUST0435,USA
INV441919,SC86933,PAPER NOTEBOOK,18,2023-06-03,0.85,CUST0435,USA
INV245893,SC30144,RED WOOL SCARF,19,2023-01-17,2.5,CUST0435,USA
INV937965,SC89036,GLASS VASE,19,2023-11-19,1.5,CUST0435,USA
INV509873,SC59980,KNITTED BLANKET,20,2023-10-21,4.5,CUST0435,USA
INV660453,SC60650,COTTON TOTE BAG,13,2023-02-02,1.0,CUST0435,USA
INV573469,SC93755,BLUE CERAMIC MUG,11,2023-10-19,1.25,CUST0436,India
INV279750,SC23672,KNITTED BLANKET,10,2023-02-17,4.5,CUST0436,India
INV133616,SC89084,ENAMEL PIN SET,18,2023-04-01,0.75,CUST0436,India
INV308665,SC19108,LEATHER WALLET,1,2023-04-06,5.0,CUST0436,India
INV315893,SC40544,KNITTED BLANKET,13,2023-05-26,4.5,CUST0436,India
INV576749,SC17530,WOODEN PHOTO FRAME,17,2023-02-05,2.0,CUST0436,India
INV280172,SC52830,GLASS VASE,17,2023-01-06,1.5,CUST0436,India
INV264663,SC24515,CERAMIC PLANT POT,14,2023-07-20,2.0,CUST0436,India
INV316509,SC27030,LEATHER WALLET,3,2023-07-19,5.0,CUST0437,France
INV553195,SC97135,CERAMIC PLANT POT,7,2023-06-08,2.0,CUST0437,France
INV703027,SC50673,LEATHER WALLET,6,2023-11-06,5.0,CUST0437,France
INV851589,SC99762,BAMBOO CUTTING BOARD,7,2023-09-15,1.75,CUST0437,France
INV107804,SC28702,LEATHER WALLET,9,2023-04-14,5.0,CUST0437,France
INV734229,SC42353,LEATHER WALLET,3,2023-07-24,5.0,CUST0437,France
INV614807,SC70319,SILK CUSHION,11,2023-10-19,2.25,CUST0437,France
INV777693,SC69809,WICKER BASKET,3,2023-05-28,3.0,CUST0438,Spain
INV535214,SC42654,METAL KEYCHAIN,20,2023-03-31,0.5,CUST0439,USA
INV580067,SC60418,VINTAGE LAMP,20,2023-08-10,3.75,CUST0439,USA
INV696236,SC22521,KNITTED BLANKET,6,2023-12-24,4.5,CUST0439,USA
INV265603,SC45884,METAL KEYCHAIN,2,2023-05-03,0.5,CUST0439,USA
INV799040,SC18748,KNITTED BLANKET,18,2023-05-30,4.5,CUST0439,USA
INV486643,SC20031,METAL KEYCHAIN,18,2023-03-04,0.5,CUST0440,India
INV903774,SC52731,PAPER NOTEBOOK,4,2023-09-16,0.85,CUST0440,India
INV365045,SC37180,METAL KEYCHAIN,15,2023-03-26,0.5,CUST0440,India
INV128015,SC19593,SILK CUSHION,2,2023-08-25,2.25,CUST0440,India
INV460351,SC62342,ENAMEL PIN SET,15,2023-07-15,0.75,CUST0440,India
INV139609,SC11407,CERAMIC PLANT POT,7,2023-07-23,2.0,CUST0440,India
INV243110,SC52875,WOODEN PHOTO FRAME,4,2023-12-30,2.0,CUST0440,India
INV583767,SC18943,ENAMEL PIN SET,15,2023-09-06,0.75,CUST0440,India
INV593656,SC46587,WICKER BASKET,15,2023-03-13,3.0,CUST0441,Germany
INV979226,SC12367,CERAMIC PLANT POT,6,2023-03-29,2.0,CUST0441,Germany
INV408433,SC26272,BAMBOO CUTTING BOARD,4,2023-04-01,1.75,CUST0441,Germany
INV181354,SC98000,SILK CUSHION,13,2023-03-28,2.25,CUST0441,Germany
INV286583,SC38399,VINTAGE LAMP,15,2023-07-03,3.75,CUST0442,United Kingdom
INV658155,SC38333,WICKER BASKET,2,2023-12-12,3.0,CUST0442,United Kingdom
INV950931,SC78534,LEATHER WALLET,2,2023-11-22,5.0,CUST0442,United Kingdom
INV823880,SC50412,ENAMEL PIN SET,4,2023-07-19,0.75,CUST0442,United Kingdom
INV104892,SC16378,LEATHER WALLET,2,2023-11-03,5.0,CUST0442,United Kingdom
INV350127,SC36212,KNITTED BLANKET,8,2023-07-11,4.5,CUST0443,Canada
INV129301,SC11908,BLUE CERAMIC MUG,1,2023-08-04,1.25,CUST0443,Canada
INV801444,SC18280,GLASS VASE,7,2023-12-15,1.5,CUST0443,Canada
INV276037,SC31895,COTTON TOTE BAG,4,2023-12-07,1.0,CUST0443,Canada
INV438354,SC83669,SILK CUSHION,4,2023-06-17,2.25,CUST0444,United Kingdom
INV317180,SC81002,ENAMEL PIN SET,7,2023-11-16,0.75,CUST0444,United Kingdom
INV343697,SC38020,METAL KEYCHAIN,14,2023-03-03,0.5,CUST0444,United Kingdom
INV282055,SC11965,BLUE CERAMIC MUG,12,2023-06-15,1.25,CUST0444,United Kingdom
INV508091,SC37887,METAL KEYCHAIN,11,2023-01-07,0.5,CUST0444,United Kingdom
INV789922,SC46497,LEATHER WALLET,8,2023-02-03,5.0,CUST0444,United Kingdom
INV146073,SC18825,ENAMEL PIN SET,20,2023-07-08,0.75,CUST0444,United Kingdom
INV206759,SC80278,WOODEN PHOTO FRAME,20,2023-09-13,2.0,CUST0445,India
INV364178,SC22418,PAPER NOTEBOOK,19,2023-03-29,0.85,CUST0445,India
INV830139,SC60930,BAMBOO CUTTING BOARD,11,2023-11-20,1.75,CUST0445,India
INV283847,SC93277,ENAMEL PIN SET,5,2023-06-20,0.75,CUST0445,India
INV605550,SC18849,PAPER NOTEBOOK,11,2023-12-08,0.85,CUST0445,India
INV713455,SC68839,GLASS VASE,1,2023-11-08,1.5,CUST0445,India
INV877848,SC40464,METAL KEYCHAIN,17,2023-11-24,0.5,CUST0445,India
INV895807,SC26260,COTTON TOTE BAG,1,2023-11-12,1.0,CUST0446,Italy
INV749871,SC20405,WICKER BASKET,14,2023-05-05,3.0,CUST0447,Australia
INV622952,SC48877,RED WOOL SCARF,5,2023-07-11,2.5,CUST0447,Australia
INV314313,SC94153,COTTON TOTE BAG,5,2023-07-12,1.0,CUST0447,Australia
INV565280,SC53082,RED WOOL SCARF,8,2023-11-03,2.5,CUST0447,Australia
INV930241,SC64380,GLASS VASE,2,2023-09-24,1.5,CUST0448,France
INV340134,SC53420,ENAMEL PIN SET,10,2023-01-13,0.75,CUST0448,France
INV665509,SC17087,GLASS VASE,8,2023-04-16,1.5,CUST0448,France
INV830100,SC39156,KNITTED BLANKET,8,2023-12-18,4.5,CUST0448,France
INV437260,SC34057,BAMBOO CUTTING BOARD,13,2023-09-24,1.75,CUST0448,France
INV301814,SC16829,BLUE CERAMIC MUG,16,2023-02-05,1.25,CUST0449,Spain
INV721418,SC81938,VINTAGE LAMP,3,2023-03-30,3.75,CUST0450,France
INV632073,SC20245,CERAMIC PLANT POT,7,2023-05-01,2.0,CUST0450,France
INV272132,SC35891,METAL KEYCHAIN,15,2023-06-09,0.5,CUST0450,France
INV735281,SC42632,COTTON TOTE BAG,14,2023-04-01,1.0,CUST0450,France
INV311184,SC45633,BAMBOO CUTTING BOARD,15,2023-11-22,1.75,CUST0451,Australia
INV477048,SC62198,CERAMIC PLANT POT,16,2023-02-10,2.0,CUST0451,Australia
INV562816,SC65403,METAL KEYCHAIN,6,2023-08-30,0.5,CUST0451,Australia
INV897257,SC30431,SILK CUSHION,20,2023-08-10,2.25,CUST0451,Australia
INV898940,SC59993,CERAMIC PLANT POT,16,2023-01-11,2.0,CUST0451,Australia
INV663292,SC30027,PAPER NOTEBOOK,10,2023-11-01,0.85,CUST0452,Canada
INV498930,SC70771,SILK CUSHION,6,2023-05-12,2.25,CUST0452,Canada
INV735463,SC73025,WOODEN PHOTO FRAME,13,2023-10-15,2.0,CUST0453,Australia
INV849588,SC71506,BLUE CERAMIC MUG,11,2023-03-11,1.25,CUST0453,Australia
INV104383,SC11682,COTTON TOTE BAG,5,2023-04-08,1.0,CUST0453,Australia
INV615326,SC63025,CERAMIC PLANT POT,17,2023-07-11,2.0,CUST0453,Australia
INV878246,SC58908,KNITTED BLANKET,14,2023-07-22,4.5,CUST0453,Australia
INV772188,SC87110,METAL KEYCHAIN,16,2023-06-07,0.5,CUST0453,Australia
INV230524,SC60439,BLUE CERAMIC MUG,14,2023-01-20,1.25,CUST0453,Australia
INV303663,SC67186,KNITTED BLANKET,19,2023-03-25,4.5,CUST0453,Australia
INV821933,SC58258,SILK CUSHION,16,2023-11-22,2.25,CUST0454,Australia
INV504051,SC65579,WICKER BASKET,2,2023-11-30,3.0,CUST0454,Australia
INV600931,SC14522,WICKER BASKET,8,2023-05-05,3.0,CUST0454,Australia
INV840880,SC98660,KNITTED BLANKET,12,2023-11-20,4.5,CUST0454,Australia
INV734845,SC69699,RED WOOL SCARF,5,2023-05-14,2.5,CUST0454,Australia
INV359433,SC88924,ENAMEL PIN SET,5,2023-05-11,0.75,CUST0454,Australia
INV775699,SC60377,RED WOOL SCARF,4,2023-02-17,2.5,CUST0455,Japan
INV643725,SC34749,METAL KEYCHAIN,19,2023-02-11,0.5,CUST0455,Japan
INV970055,SC65950,KNITTED BLANKET,14,2023-03-26,4.5,CUST0455,Japan
INV501382,SC86818,SILK CUSHION,18,2023-12-04,2.25,CUST0456,Australia
INV214582,SC93385,WOODEN PHOTO FRAME,14,2023-02-15,2.0,CUST0456,Australia
INV382089,SC37462,BAMBOO CUTTING BOARD,12,2023-03-15,1.75,CUST0456,Australia
INV423066,SC10841,KNITTED BLANKET,13,2023-12-24,4.5,CUST0456,Australia
INV201576,SC19154,VINTAGE LAMP,16,2023-01-01,3.75,CUST0456,Australia
INV278922,SC33121,ENAMEL PIN SET,10,2023-08-09,0.75,CUST0457,Canada
INV240857,SC35954,GLASS VASE,6,2023-12-27,1.5,CUST0457,Canada
INV215593,SC69069,LEATHER WALLET,6,2023-09-15,5.0,CUST0457,Canada
INV310701,SC17730,BAMBOO CUTTING BOARD,7,2023-04-06,1.75,CUST0457,Canada
INV371950,SC63581,WICKER BASKET,6,2023-04-09,3.0,CUST0457,Canada
INV767349,SC31774,LEATHER WALLET,20,2023-02-25,5.0,CUST0457,Canada
INV496077,SC26342,BLUE CERAMIC MUG,10,2023-02-13,1.25,CUST0457,Canada
INV346184,SC72638,GLASS VASE,1,2023-10-27,1.5,CUST0458,Australia
INV164022,SC44875,LEATHER WALLET,4,2023-01-05,5.0,CUST0458,Australia
INV930248,SC10951,BLUE CERAMIC MUG,7,2023-09-25,1.25,CUST0459,United Kingdom
INV893679,SC54175,KNITTED BLANKET,16,2023-08-31,4.5,CUST0460,Canada
INV488796,SC99372,BAMBOO CUTTING BOARD,14,2023-06-22,1.75,CUST0460,Canada
INV956526,SC41404,KNITTED BLANKET,11,2023-06-11,4.5,CUST0460,Canada
INV740479,SC17502,GLASS VASE,13,2023-07-13,1.5,CUST0460,Canada
INV103234,SC69889,GLASS VASE,11,2023-02-21,1.5,CUST0460,Canada
INV656405,SC46630,RED WOOL SCARF,20,2023-03-04,2.5,CUST0461,Canada
INV573870,SC91048,WICKER BASKET,8,2023-07-08,3.0,CUST0461,Canada
INV533194,SC96537,ENAMEL PIN SET,16,2023-09-21,0.75,CUST0461,Canada
INV764563,SC57212,ENAMEL PIN SET,11,2023-01-09,0.75,CUST0462,India
INV736237,SC73509,ENAMEL PIN SET,15,2023-04-30,0.75,CUST0463,United Kingdom
INV465254,SC66087,METAL KEYCHAIN,20,2023-02-11,0.5,CUST0463,United Kingdom
INV998734,SC23166,KNITTED BLANKET,16,2023-12-04,4.5,CUST0463,United Kingdom
INV736667,SC35569,WICKER BASKET,13,2023-05-31,3.0,CUST0463,United Kingdom
INV699672,SC76143,WICKER BASKET,5,2023-09-24,3.0,CUST0463,United Kingdom
INV935527,SC21415,RED WOOL SCARF,5,2023-09-12,2.5,CUST0463,United Kingdom
INV605590,SC96853,VINTAGE LAMP,15,2023-03-01,3.75,CUST0464,Australia
INV321921,SC32338,SILK CUSHION,8,2023-05-05,2.25,CUST0464,Australia
INV556018,SC13830,PAPER NOTEBOOK,3,2023-02-24,0.85,CUST0464,Australia
INV903533,SC46747,VINTAGE LAMP,11,2023-07-16,3.75,CUST0464,Australia
INV599439,SC97897,COTTON TOTE BAG,9,2023-12-07,1.0,CUST0464,Australia
INV764323,SC74482,BLUE CERAMIC MUG,5,2023-10-01,1.25,CUST0464,Australia
INV703950,SC88732,BLUE CERAMIC MUG,11,2023-04-25,1.25,CUST0464,Australia
INV852293,SC60023,BLUE CERAMIC MUG,11,2023-07-13,1.25,CUST0464,Australia
